lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
20,0,85.52144902416688,2,9,4,3,1,0,1,0
34,0,115.10758072889968,3,22,4,3,0,0,2,0
11,0,150.62888706156988,9,7,4,2,0,0,2,0
123,0,94.75750852249409,7,8,3,1,1,1,2,0
98,0,137.60375946999454,10,23,4,2,1,0,2,0
62,0,66.91969674721837,4,16,4,5,2,0,1,0
44,0,97.2678726517759,5,16,4,1,0,0,1,0
72,1,100.0,9,14,2,1,0,3,2,0
167,0,104.18022678722166,9,25,4,4,1,0,2,0
214,0,92.06631033317197,9,6,4,3,0,1,1,0
78,0,86.4,11,20,4,0,1,0,1,0
210,0,78.45772279809778,8,24,4,4,0,1,2,0
16,0,137.63024721945615,5,7,4,2,1,1,2,0
27,0,117.11080278918037,7,4,4,3,1,0,2,0
2,0,126.22090437728738,8,4,4,1,1,0,2,0
115,0,106.43314353431384,5,6,4,3,0,0,2,0
173,1,137.7,8,8,4,2,0,0,3,0
212,0,89.18167939042672,8,9,3,3,0,0,1,0
101,1,63.75,11,8,3,1,0,0,1,0
111,1,119.92319238406965,6,2,4,2,0,0,2,0
5,0,233.76080095550444,8,8,4,4,0,0,2,0
207,1,103.83169680566124,6,4,4,3,0,0,2,0
298,0,87.97898525463533,11,2,3,2,1,0,2,0
274,0,106.21753066302001,9,1,4,1,1,0,2,0
34,0,90.96439352690412,2,21,4,2,0,0,1,0
191,1,131.87434218934246,7,5,3,2,1,0,2,0
159,0,103.02967479171471,6,11,3,2,2,0,1,0
202,1,92.80241154504529,7,16,4,5,2,0,2,0
150,0,106.32755639949775,6,2,4,3,0,0,2,0
134,1,137.46286525925743,8,28,4,3,1,0,2,0
111,0,135.9,9,23,4,1,1,0,2,0
56,0,83.69949671279677,3,15,4,1,1,1,2,0
79,0,98.72414274374005,4,25,4,1,1,0,2,0
227,2,116.70600554143722,9,7,4,4,1,0,2,0
264,0,109.15949226254136,6,23,4,2,0,0,2,0
105,0,99.03350188293538,7,16,4,1,0,0,1,0
7,0,112.77632842692113,2,27,4,2,2,0,2,0
157,0,90.77363563034382,5,26,3,3,2,0,2,0
132,0,198.30220255350994,6,15,4,3,0,0,2,0
27,0,149.01076211296515,7,24,4,2,0,0,2,0
37,0,117.9,6,2,4,1,1,0,2,0
63,0,142.45540292962346,6,27,4,1,1,0,2,0
90,0,80.50577793442285,4,4,4,2,0,0,2,0
117,0,109.79927063627785,5,17,4,3,0,0,2,0
95,0,92.57295712674133,4,8,4,1,0,0,1,0
33,0,223.00278716752786,8,24,4,2,0,1,2,0
62,0,116.49792470109753,4,20,4,3,0,0,2,0
122,0,93.37398903374194,5,28,3,3,0,0,2,0
199,1,117.64131585102666,8,14,4,1,0,0,2,0
106,1,124.541330429388,6,6,4,4,0,0,2,0
293,0,107.45700038115473,7,20,3,2,0,0,2,0
178,0,85.5,7,25,4,1,0,3,2,0
113,0,120.92990579317052,8,5,4,1,1,0,2,0
169,0,106.01120750229647,4,21,4,2,2,0,2,0
80,0,132.1726005459068,9,7,4,3,1,0,2,0
62,0,116.9822048634811,5,18,4,2,0,2,2,0
93,0,114.65040195943641,5,19,4,1,1,1,2,0
98,0,91.4505634153422,8,26,4,1,1,1,2,0
34,0,80.9470087312803,5,19,4,1,1,0,1,0
156,0,133.63013324653298,8,15,4,6,1,0,2,0
64,0,105.3,6,23,4,1,1,0,2,0
64,0,75.91090388509288,5,20,3,5,2,0,2,0
201,0,87.50982964612602,6,28,4,0,1,1,2,0
122,0,91.89144548089558,6,5,4,1,1,1,2,0
74,0,116.26284497706699,6,17,4,2,0,2,1,0
56,0,158.78646754702567,9,8,4,3,0,0,3,0
336,0,82.98715945300778,12,13,4,3,0,0,2,0
36,0,89.01620916251481,5,18,2,1,0,0,1,0
78,0,81.60964746212936,3,30,4,3,1,0,2,0
72,1,102.01315317067409,9,15,2,1,0,3,2,0
155,0,104.2905790822495,7,22,4,1,1,1,2,0
35,0,92.30537046383097,6,24,4,0,1,1,2,0
166,0,96.09152497204433,7,26,4,1,1,0,1,0
220,0,76.51779660445726,8,12,3,1,0,0,2,0
9,0,107.16514616230532,2,26,4,2,1,0,2,0
103,1,72.25,6,18,4,3,1,2,2,0
180,1,105.51811825271626,8,20,3,1,0,0,2,0
222,1,96.3,8,30,4,2,0,0,2,0
10,0,129.33886203942816,10,5,4,1,0,0,2,0
180,1,129.6944220213866,8,3,4,4,2,0,2,0
15,0,79.28126038214647,3,17,4,3,0,2,1,0
264,0,73.66418578957439,6,11,3,1,2,0,2,0
158,0,90.0,7,25,3,2,0,0,2,0
253,0,91.6035193442743,9,25,3,4,0,0,2,0
136,0,220.63156529991448,8,12,4,2,0,0,2,0
250,0,105.70427332722929,8,3,3,4,1,0,2,0
34,0,224.67,9,23,3,3,0,1,2,0
184,0,69.59330405330265,10,24,4,3,0,3,2,0
23,0,136.3042989451891,5,21,4,0,1,0,1,0
6,0,115.5201007094795,3,5,4,1,1,0,2,0
174,0,127.2318382761162,8,11,4,0,1,0,2,0
3,0,131.4228620018416,8,19,4,1,1,0,1,0
236,0,90.31153474246813,7,14,4,2,0,0,1,0
40,0,67.5,2,9,4,2,1,3,2,0
186,0,91.47260042917404,7,27,4,4,1,0,2,0
143,0,122.25031084195591,7,19,4,3,0,0,2,0
170,1,133.04140144882462,8,11,4,3,1,0,3,0
111,0,136.860233820798,9,24,4,0,1,0,2,0
36,0,69.80445951256146,2,20,4,2,2,0,2,0
16,0,83.93297088053147,2,4,4,1,0,2,1,0
89,0,87.57197737600109,7,27,4,0,1,1,2,0
235,0,93.51720962302336,10,28,4,5,1,0,2,0
118,0,92.31718070650255,6,1,4,1,1,1,2,0
32,0,116.3581497002614,3,22,4,2,0,0,2,0
119,0,86.95115373368816,4,15,3,2,0,1,2,0
162,0,112.42876046559583,9,14,3,2,2,0,1,0
99,0,92.1881031742582,8,24,4,3,0,0,1,0
76,0,140.4,5,26,4,2,0,0,2,0
62,0,116.56550400178251,4,17,4,2,1,0,2,0
251,1,83.3341914672093,9,10,4,3,0,1,2,0
34,1,144.3074172473241,9,24,4,1,1,0,2,0
304,0,89.0,11,3,3,3,0,0,2,0
24,0,97.66252033207991,10,12,2,1,0,1,1,0
15,1,64.77492830842074,11,25,4,9,3,0,1,0
48,0,99.9,4,10,4,1,0,0,1,0
9,0,147.17957266023836,5,11,4,5,3,0,1,0
2,0,126.25290493167431,7,4,4,1,1,0,2,0
64,0,168.5671144742028,7,7,4,0,1,0,2,0
161,0,141.50853487071228,9,19,3,2,1,0,2,0
194,0,87.60594627242004,7,15,4,1,0,0,1,0
20,0,63.21476405688288,10,14,2,0,0,1,1,0
17,0,167.41730088952488,3,26,4,1,0,0,2,0
178,1,104.98936791442836,10,24,3,2,1,1,2,0
318,0,117.4609746802061,8,16,3,2,0,0,2,0
1,0,66.46745081408108,9,17,2,1,0,0,1,0
35,0,81.9,3,6,4,2,1,0,2,0
31,0,103.90261947257476,8,27,4,0,1,0,1,0
121,0,114.04383968757283,7,6,4,2,1,0,1,0
22,0,139.66395702936774,7,23,4,2,0,0,2,0
41,0,70.96005309951123,1,21,4,2,1,0,1,0
160,0,138.2374419774969,8,17,4,4,1,0,2,0
71,0,135.04670525560383,8,10,4,4,1,0,2,0
7,0,132.49345523295457,3,3,4,2,0,0,2,0
27,0,118.15848196015969,8,28,4,3,1,0,2,0
19,0,109.23443662354912,11,1,4,2,0,0,1,0
131,0,94.5,8,17,4,1,1,1,2,0
239,1,81.58579971364303,6,28,4,4,0,2,2,0
128,0,102.92844276128223,7,6,4,3,0,2,2,0
56,0,61.28238714265916,3,13,3,1,1,0,1,0
185,0,91.79674696489259,7,19,4,2,0,3,2,0
35,0,89.0666371604163,5,19,3,1,0,1,1,0
238,0,112.26253253922259,6,17,3,2,0,0,2,0
33,0,165.09007056122115,4,16,4,2,0,0,2,0
100,0,100.4219170517279,8,28,3,3,0,0,2,0
128,0,159.69157014718402,6,3,4,3,0,0,2,0
3,0,214.43100525224548,5,29,4,3,0,0,2,0
173,0,104.46064243894769,8,5,4,1,0,1,2,0
15,0,127.76494904558426,4,7,4,2,0,0,1,0
169,0,106.0,4,22,3,2,2,1,2,0
18,0,100.78584936214959,6,22,2,2,0,0,2,0
168,0,160.10054166734824,9,18,4,1,1,0,3,0
73,0,99.94948393636005,4,3,4,1,1,0,2,0
184,1,113.30623694316462,9,9,3,3,0,0,2,0
102,1,109.57923081563911,11,9,4,1,0,0,2,0
155,0,143.450464445081,9,22,3,2,1,0,2,0
190,0,90.02900636074514,7,25,4,4,0,1,2,0
52,0,125.04251846169136,8,26,4,0,1,2,2,0
34,0,82.10635065653409,3,7,3,2,1,0,2,0
97,1,92.91743103353443,8,17,4,0,2,1,1,0
29,0,74.34869797651906,11,14,4,3,0,2,2,0
104,0,103.14480508904963,4,27,4,3,0,0,2,0
83,0,98.77422298111844,4,6,4,3,0,0,2,0
24,0,139.0,8,18,4,0,0,3,2,0
32,0,137.5154354133228,8,13,4,4,1,0,2,0
69,0,139.20946006935583,5,28,4,1,0,0,2,0
48,0,135.60453081957493,6,26,4,3,0,0,2,0
157,0,121.5,7,25,4,1,1,0,2,0
186,0,104.11239445771635,9,5,4,0,1,0,2,0
230,1,137.0,9,6,3,5,0,0,2,0
31,0,132.93807129440188,6,15,4,1,0,0,2,0
129,0,123.85436129914015,9,24,4,1,1,0,2,0
157,1,118.36638999176023,6,13,4,2,0,0,2,0
204,0,98.92441988480597,9,28,4,4,2,0,2,0
7,0,215.2598027910717,5,29,4,3,0,0,2,0
15,0,89.58246868954168,3,18,4,0,2,2,2,0
156,0,108.71093482263005,7,30,4,3,0,0,0,0
5,0,89.78360263848992,3,4,4,0,1,3,2,0
322,0,179.10944224898785,10,30,4,2,0,0,2,0
130,0,161.85425262751025,6,17,4,1,0,0,1,0
153,0,71.63804448578536,5,9,4,3,1,0,2,0
155,0,108.00310199857093,7,29,4,2,0,0,0,0
96,0,131.21806659739354,6,18,4,3,0,2,2,0
29,0,99.77084909692381,4,19,4,0,2,1,2,0
162,0,140.01318344398211,8,18,4,3,1,0,2,0
255,0,100.58018194056089,8,9,4,4,0,0,2,0
110,1,135.94162864122686,7,19,4,4,1,0,2,0
40,0,70.31505591776865,3,9,4,1,0,3,2,0
225,1,96.16346084581771,9,28,4,1,1,0,2,0
39,0,106.32870600867773,9,4,4,4,1,0,0,0
44,0,66.41218306055029,3,5,3,0,0,1,1,0
89,0,80.15362079767756,9,7,3,2,2,0,2,0
61,0,76.00673621006953,7,11,3,3,1,0,2,0
13,0,174.72284271031182,6,12,4,2,0,0,2,0
35,0,69.55856353388842,2,21,4,3,1,0,2,0
112,0,99.06565446672096,5,29,2,2,0,0,1,0
29,0,114.39814211956626,5,21,4,1,1,2,2,0
151,0,100.69726286900521,7,5,4,2,0,2,1,0
21,0,139.0,7,10,4,3,0,3,1,0
11,0,109.89905133757036,9,19,2,2,0,0,1,0
67,1,171.86596200947042,10,7,4,2,1,2,1,0
57,0,77.50711173502424,7,9,3,2,1,0,1,0
100,0,144.20975570660067,6,29,4,3,0,0,2,0
123,0,118.21792160068505,6,15,4,1,2,0,2,0
100,0,87.85338386336112,4,8,4,2,0,0,2,0
171,0,101.2523152743359,8,20,4,3,0,0,2,0
346,0,88.43523283996399,9,11,3,2,0,0,1,0
1,0,212.42176366034832,4,25,4,3,0,0,2,0
234,0,90.17016173282514,8,14,4,2,0,0,1,0
4,0,170.27094269831636,8,10,4,1,1,0,1,0
159,1,86.01127090262267,11,21,4,2,1,0,2,0
57,1,137.08244412740197,9,16,4,1,0,0,2,0
5,0,121.09284868121505,7,19,4,1,0,0,2,0
118,0,128.12500203110747,6,9,4,2,1,0,2,0
121,0,112.7238033729594,6,8,4,2,1,0,1,0
27,0,152.36863194039915,6,25,4,1,1,0,2,0
219,0,69.55217264266496,11,29,4,3,0,1,0,0
105,1,63.75,8,8,3,3,1,0,1,0
256,0,91.26173526099254,7,30,4,2,1,0,2,0
206,0,99.0398107959362,8,7,4,1,1,0,2,0
20,0,90.23440247112723,3,21,4,0,1,1,2,0
95,0,136.7017607403659,8,9,4,4,1,0,2,0
144,0,141.32498723557774,7,8,4,2,0,0,3,0
15,1,59.906873628629214,11,25,4,4,2,0,1,0
25,0,139.0,7,8,4,1,0,3,1,0
179,0,83.04754783865982,8,26,4,2,2,0,1,0
19,0,119.69476261045826,9,18,3,0,0,0,2,0
79,0,90.94695342397252,3,23,4,2,0,0,1,0
104,0,149.97273685338004,8,22,4,4,0,0,2,0
63,0,113.46559602068383,4,10,4,2,1,0,2,0
104,0,109.94609762754155,10,11,4,2,0,0,2,0
317,0,119.04536707464179,8,15,3,2,0,0,2,0
76,0,118.88208350143589,8,22,4,4,0,0,2,0
172,0,94.5,7,30,4,0,1,3,2,0
24,0,137.38121306370996,6,21,4,0,1,1,1,0
132,0,110.14354371809539,8,9,4,0,0,3,1,0
131,0,155.04080870440274,6,8,4,1,0,0,3,0
1,0,105.44481918562161,2,12,4,1,1,0,1,0
11,0,153.89012621572326,10,2,4,0,1,0,2,0
165,0,159.2162979658258,8,21,4,1,1,0,2,0
26,0,108.33790033024606,8,12,4,0,1,0,1,0
62,0,149.71818580914427,7,13,4,1,1,0,2,0
272,0,108.90946054361353,10,1,4,1,1,0,2,0
46,0,86.98722665048516,3,26,4,3,0,1,2,0
28,0,118.14355358494795,3,27,4,3,1,3,1,0
30,0,98.97196581648595,7,29,4,3,0,3,2,0
159,0,132.19165371014586,5,22,3,4,1,1,2,0
65,1,105.35929847137078,11,11,4,1,1,0,2,0
147,0,78.81315826005546,7,18,4,4,0,0,2,0
13,0,130.1349049751722,9,27,4,2,1,0,2,0
45,0,102.33287627404658,3,25,4,2,0,0,2,0
59,0,135.9,8,27,4,3,0,0,2,0
20,0,85.33315260869435,2,10,4,2,0,0,1,0
43,0,91.77217383353606,2,28,4,0,1,0,2,0
134,0,94.5,5,17,4,3,0,3,1,0
208,0,74.85027387862695,5,21,4,4,1,0,1,0
110,1,119.19034874203409,10,10,3,1,1,0,1,0
36,0,89.00990391043095,5,18,2,1,0,0,1,0
106,0,80.76652200395525,5,29,4,1,2,0,1,0
28,0,80.23640149769969,7,6,4,0,1,0,2,0
107,1,123.81621958069341,6,5,4,4,0,0,2,0
64,0,144.66994455415636,7,26,4,1,1,0,2,0
69,0,108.17940888291272,5,24,4,3,2,0,2,0
270,0,110.0,4,19,3,3,0,0,2,0
132,0,91.28695867571693,6,8,4,2,0,0,2,0
183,0,69.90011073879667,10,23,3,2,0,2,2,0
102,0,72.25,7,24,3,3,2,0,2,0
84,0,79.2,11,24,4,1,0,3,2,0
8,0,170.0333252651341,7,6,4,2,1,0,2,0
53,0,135.9,7,27,4,3,0,0,2,0
63,0,73.96057779358638,2,12,4,2,1,0,2,0
156,0,87.93418329590537,7,15,4,2,2,2,1,0
138,0,68.45192926082863,11,15,3,3,2,0,2,0
223,0,106.70430107697727,7,28,4,4,1,0,2,0
55,0,89.41463698576973,4,17,4,0,1,3,2,0
91,0,135.81926679901662,6,19,4,1,1,0,2,0
97,0,179.12157808476607,9,23,4,3,1,0,2,0
79,0,142.34635574032288,5,20,4,1,1,0,2,0
63,0,75.6507289631624,4,20,3,4,2,0,2,0
45,0,198.9,7,20,4,2,0,0,2,0
28,0,109.30072972938605,3,9,4,1,0,0,2,0
113,0,108.0,10,12,4,1,0,3,2,0
216,2,177.3,8,5,4,1,0,0,2,0
283,0,88.6214673106531,10,16,4,0,1,0,2,0
41,0,83.75894923576826,3,21,4,1,0,1,2,0
35,0,125.88440133914683,3,23,4,4,1,0,2,0
10,0,145.19469008343833,10,7,4,1,0,0,2,0
179,0,113.83977700485724,9,29,4,2,2,0,2,0
31,0,78.31271355420584,11,2,4,1,0,3,2,0
125,0,116.50782559124136,7,11,4,2,0,0,2,0
61,0,70.55262447282118,8,15,4,5,1,1,1,0
179,1,100.9164468668222,10,27,3,2,1,1,2,0
264,0,109.41306349344109,7,22,3,2,0,0,2,0
72,0,74.70972665229105,2,17,4,3,1,0,2,0
4,0,124.0279625288027,6,27,4,2,0,2,2,0
66,0,90.94845720289369,7,6,4,1,0,0,1,0
241,0,111.22695362800751,6,11,3,2,0,0,1,0
184,1,129.97331460005927,10,17,4,3,0,0,2,0
63,1,142.55384764154107,5,12,4,4,0,0,2,0
101,0,76.91530345197484,3,18,4,2,1,0,2,0
167,0,215.5707036185816,9,24,4,2,2,1,2,0
35,0,63.37887148437406,2,9,4,4,0,0,2,0
38,0,125.54772231041578,10,4,4,1,2,0,2,0
153,0,79.72995318106351,9,25,4,3,0,3,2,0
280,1,94.71254514020023,10,8,4,2,0,0,2,0
37,0,117.9,6,2,4,1,1,0,2,0
68,0,92.80889825887961,6,18,4,1,1,0,2,0
62,0,65.70418409558903,2,17,4,3,2,0,1,0
76,0,161.35025445213032,5,13,4,2,0,0,2,0
193,0,93.61986326854863,8,9,3,2,0,0,2,0
100,0,81.59543909681128,4,5,3,2,0,0,2,0
161,0,130.0,3,25,3,2,1,1,2,0
289,0,71.74713049427262,6,17,4,2,1,0,2,0
143,0,140.15572744978437,7,21,4,2,1,0,2,0
270,0,93.64384603170402,10,2,4,1,1,2,2,0
159,0,131.1947627707129,8,2,3,3,0,0,3,0
21,0,135.86561309211191,9,16,4,1,0,3,2,0
26,0,76.51662656939507,11,15,2,2,0,0,1,0
288,0,88.00538485144689,12,1,4,3,0,0,2,0
138,0,68.0,8,13,3,5,2,0,1,0
188,0,130.0,6,15,3,2,0,0,1,0
5,0,83.5919555771184,6,14,3,2,0,0,1,0
207,0,98.5743374083621,9,5,4,1,0,1,2,0
106,1,118.42042302874907,9,20,4,3,1,0,2,0
25,0,139.0,8,8,4,1,0,3,2,0
152,0,134.49031645755738,10,4,3,1,0,0,2,0
56,0,99.27957834300385,10,8,4,1,0,1,1,0
121,0,75.73265125350405,9,27,3,4,1,2,1,0
63,0,168.3,8,8,4,0,1,0,3,0
24,0,68.61193095851206,9,11,4,0,1,1,2,0
32,0,72.26250975190801,5,3,2,2,0,0,1,0
25,0,108.51229369872402,8,12,4,0,0,0,1,0
147,0,123.43989618569616,6,2,3,3,0,0,2,0
230,0,137.0,9,6,3,5,0,0,2,0
206,1,99.39698462073498,8,24,4,4,0,0,2,0
158,0,128.19042285328453,6,3,4,3,0,0,2,0
10,0,252.79855827848849,4,26,4,2,1,0,2,0
75,0,111.9797491050477,4,27,4,2,0,0,1,0
218,0,81.68664805958362,8,13,4,1,1,3,2,0
28,0,156.09105605765583,5,18,4,1,0,0,2,0
143,0,140.20595057419854,7,21,4,2,1,0,2,0
18,0,177.1752216122894,9,17,4,2,0,0,2,0
209,0,99.7789620400601,6,21,3,2,0,0,2,0
73,0,160.9706216357165,4,3,4,1,2,0,2,0
30,0,139.16910883070022,6,17,4,3,2,0,2,0
63,0,168.3,8,8,4,0,1,0,3,0
195,0,88.95490317079866,8,24,4,3,0,3,2,0
233,0,90.0,10,14,3,2,1,0,2,0
169,2,128.56793825704952,7,13,4,3,2,0,3,0
11,0,125.71606027129839,4,7,4,1,2,0,2,0
66,0,75.0,10,9,3,2,1,0,2,0
40,0,165.68570816650706,6,9,4,1,0,0,2,0
204,0,130.42297403670352,8,26,4,2,1,0,2,0
223,0,85.81712016786464,8,15,4,0,1,2,2,0
88,0,79.68547756443212,9,28,4,1,0,1,2,0
34,0,124.67150282030276,7,10,4,0,0,2,2,0
76,0,76.5,6,6,4,2,0,0,2,0
212,0,70.88474975572728,10,24,4,2,1,0,1,0
20,0,92.5494567583718,3,8,4,3,0,0,2,0
147,0,137.70981005046684,8,16,4,4,1,0,2,0
324,0,185.59037841184545,11,30,4,2,0,0,2,0
386,0,94.91633962382397,10,23,4,0,2,1,1,0
184,1,100.8776626113045,6,6,4,2,2,0,2,0
116,0,95.09023027078987,8,2,3,1,2,0,2,0
44,0,96.67103621277649,5,17,4,1,1,0,1,0
62,0,149.4,8,13,4,1,1,0,2,0
263,0,110.0,10,21,3,2,0,0,2,0
40,0,103.0618536039408,6,27,4,2,0,3,2,0
256,0,109.37736946640135,7,15,3,1,0,0,2,0
79,0,73.90129019307163,3,15,4,3,0,0,2,0
75,1,101.20902474556871,9,15,2,1,0,1,2,0
217,1,96.3,9,29,4,0,2,0,2,0
174,0,115.25615466173845,6,5,3,0,1,0,1,0
1,0,77.65888379968682,4,11,4,0,0,3,2,0
92,0,96.09895038674637,5,26,4,0,1,0,2,0
288,0,66.71364021654344,11,24,4,3,1,2,2,0
25,1,91.0,2,20,4,0,1,0,2,0
28,0,132.09627559187047,5,20,4,3,2,0,1,0
25,0,102.79940450376462,11,21,4,3,0,0,2,0
213,0,130.0,6,7,3,3,0,0,2,0
101,0,53.748151333048,7,15,4,3,0,0,1,0
36,0,113.08934476664339,3,26,4,3,0,0,2,0
102,1,63.75,11,8,3,1,0,0,1,0
321,0,82.29365777037673,5,18,3,2,0,0,1,0
70,0,119.36292865325709,4,13,4,3,0,0,1,0
183,0,94.98341190141656,7,24,4,0,1,2,2,0
159,0,114.77524452670444,5,13,3,2,2,0,1,0
29,0,106.04480504938874,3,3,4,2,1,0,2,0
271,0,100.72636221822395,9,29,4,2,1,0,1,0
92,0,96.3,5,26,4,0,0,0,2,0
222,0,84.17610878805161,8,14,3,0,0,2,2,0
258,0,80.37507946052052,10,3,4,3,0,0,2,0
202,0,83.41123268908743,7,28,4,0,1,3,2,0
352,0,95.09165070897274,10,4,3,3,0,0,1,0
177,0,100.23948795916276,6,3,3,2,1,0,2,0
104,0,76.63126959020573,10,13,3,2,0,0,1,0
108,0,119.56941527042274,9,19,4,3,0,0,2,0
172,1,114.85462769649352,7,1,4,2,1,0,2,0
101,0,79.7795457370188,9,16,3,2,0,0,1,0
77,0,84.57673298033964,4,1,4,1,1,2,1,0
386,0,111.13191849084333,10,23,4,0,2,1,2,0
152,0,98.32557032760337,8,22,3,4,1,0,2,0
155,1,118.96892507399252,7,17,4,1,0,0,2,0
176,0,90.35516143324305,8,10,4,3,0,3,2,0
20,0,155.61804728058334,7,6,4,1,0,0,1,0
32,0,63.16068319631179,1,25,2,1,0,0,2,0
36,0,114.42904842032434,3,22,4,3,0,0,2,0
60,0,123.52254715588052,8,5,4,3,1,0,2,0
76,0,19.265997092627458,3,18,3,3,1,0,2,0
227,0,103.27609470343367,9,4,4,3,0,0,2,0
118,0,96.75669711008598,5,14,3,2,0,0,2,0
13,0,146.5120975563927,10,5,4,1,0,0,1,0
160,0,90.0,4,27,3,4,2,0,2,0
143,0,81.06135603663097,10,26,4,2,1,2,2,0
231,1,82.46185492455483,8,1,4,6,2,0,1,0
67,0,135.43577505659314,6,23,4,2,0,0,3,0
75,0,116.5153726412725,7,19,4,2,0,1,1,0
273,0,94.279606069934,5,11,3,2,1,0,2,0
3,0,131.05438773278476,9,5,4,0,0,1,2,0
110,0,119.42535512249238,9,11,3,0,1,0,1,0
132,0,94.5,6,15,4,1,1,1,2,0
150,0,97.72943191893073,7,6,4,5,2,3,2,0
176,1,130.05,8,2,4,4,0,0,3,0
7,0,140.22585387217129,7,16,3,1,1,2,2,0
81,0,133.78028618013363,8,10,4,2,1,0,1,0
63,1,149.5538425628929,9,24,4,1,2,0,2,0
168,2,131.12509500041236,7,15,4,3,2,0,2,0
5,0,75.73770162859354,9,16,3,3,2,1,2,0
257,0,88.46828384498609,6,6,3,3,0,0,2,0
172,0,76.17359143221977,8,10,3,2,1,1,2,0
184,0,108.43589798481266,8,9,4,2,0,0,2,0
377,0,109.4262321412939,10,14,3,2,0,1,1,0
85,0,89.97783144179449,10,30,4,3,1,0,2,0
117,0,95.96993292718133,5,12,3,1,2,0,2,0
241,0,90.12768041554774,7,8,4,4,2,0,1,0
273,0,108.6802161568784,7,15,4,2,0,0,2,0
307,0,52.0,11,24,3,2,0,0,2,0
144,0,138.31648224437578,7,23,4,1,1,0,2,0
217,0,80.65749705484515,7,14,3,0,0,0,2,0
74,0,82.45,3,30,4,4,1,0,2,0
75,0,98.75433919364046,4,3,4,2,1,0,2,0
166,0,105.46601815467805,4,19,3,4,2,0,2,0
14,0,230.22127308855423,6,16,4,2,2,0,2,0
55,1,77.07400420141985,11,9,4,4,1,1,2,0
17,0,75.47054788655731,9,11,4,0,0,0,2,0
102,0,93.23473813952249,3,25,4,3,0,1,2,0
63,0,138.99526082932192,7,11,4,3,0,0,2,0
45,0,151.42707087819173,9,4,4,2,0,1,1,0
126,0,99.63734035765046,7,6,4,3,0,3,2,0
187,0,107.03066154168184,8,27,4,2,0,0,2,0
156,0,80.75,7,25,4,5,2,2,1,0
52,0,147.70618722445684,7,8,4,1,0,0,3,0
98,0,91.9928803446374,10,23,4,2,1,0,1,0
48,0,75.05248690655192,11,13,3,5,2,2,2,0
16,0,182.34266208750427,7,15,4,1,2,0,3,0
272,0,110.0,4,18,3,1,1,0,2,0
5,0,97.52411320002837,3,19,2,0,0,0,1,0
304,0,89.0,11,3,3,2,0,0,2,0
54,0,141.426686231613,5,17,4,3,0,0,1,0
248,1,82.38133909062167,9,8,4,3,0,0,2,0
224,0,72.82704235105766,10,29,4,3,2,3,2,0
187,0,65.50159833577466,9,24,4,3,0,1,2,0
174,0,74.30083718758974,8,6,3,1,0,0,2,0
10,0,147.57632936988054,6,11,4,5,3,0,1,0
149,0,77.82451276871006,6,11,4,4,1,0,2,0
26,0,176.40655996393593,2,2,4,1,1,0,2,0
71,0,125.3953274591788,5,9,4,3,0,0,1,0
88,0,59.96074253156938,7,26,3,3,2,0,2,0
154,1,118.0595069915313,8,18,4,1,0,0,2,0
176,0,76.5,7,4,4,1,0,0,2,0
219,0,70.30997695707686,8,15,4,2,1,0,2,0
133,1,119.77347997095767,6,9,4,4,1,0,2,0
14,0,115.93985305069039,7,7,3,4,1,0,2,0
159,0,119.95759673116983,7,23,4,2,0,0,2,0
188,0,70.92950729732722,4,7,3,1,1,0,2,0
22,0,132.4356477978563,5,26,4,1,2,0,2,0
125,0,90.29935625024464,4,27,3,2,0,0,2,0
75,0,85.57282119392511,3,27,4,3,1,0,2,0
44,0,67.31726384156414,3,7,3,0,0,2,1,0
62,0,116.818828551849,4,21,4,2,0,0,2,0
71,0,78.56329455245674,2,17,4,3,0,0,2,0
22,0,81.82389744011589,3,4,4,3,0,0,1,0
118,0,123.56396059515829,5,29,4,1,0,0,2,0
45,0,83.98557030467865,3,18,3,1,1,0,2,0
180,1,89.70927697744752,9,27,4,2,0,0,2,0
64,0,123.39975569103822,7,26,4,2,0,0,2,0
77,0,76.07184402923762,3,30,4,3,0,3,2,0
60,0,138.1494041149324,7,14,4,1,0,0,3,0
17,0,89.0,4,6,4,0,0,3,1,0
103,0,102.298497201249,4,28,3,3,0,0,2,0
355,0,88.30455512757477,11,24,4,4,2,0,1,0
9,0,152.2216977968637,7,26,4,2,1,0,1,0
169,1,118.39472177130114,6,16,4,1,1,0,2,0
226,1,101.21424075379942,9,4,4,3,0,0,2,0
99,0,118.07016687636244,10,7,3,2,1,0,2,0
147,0,93.10996961511324,6,27,4,3,1,3,2,0
26,0,118.7540973462399,9,19,3,1,1,0,2,0
116,0,60.93776526257017,2,28,3,1,2,0,1,0
238,0,113.65839145564478,6,16,3,1,0,0,2,0
44,0,72.9,1,22,4,1,0,0,1,0
76,0,80.9402808154908,4,11,4,3,0,3,2,0
106,1,168.3,9,23,4,2,0,0,3,0
35,0,125.78488508947882,3,23,4,4,1,0,2,0
129,1,139.12134682067153,8,27,4,3,0,0,2,0
60,0,78.85775504130986,3,17,4,3,1,3,2,0
107,2,212.89767008335204,6,11,4,1,0,1,3,0
31,0,77.69105636022688,8,16,4,2,0,1,1,0
